"Id";"SteamId";"Kits";"Points";"TotalSpent"
139;76561198159888112;"{}";395;0
140;76561198089701451;"{}";585;0
141;76561198054970319;"{}";3360;0
142;76561198166880893;"{}";300;0
143;76561198075966156;"{}";45;0
144;76561198250818466;"{}";1485;0
145;76561198387107008;"{}";110;0
146;76561198063889943;"{}";230;0
147;76561198147818668;"{}";3375;0
148;76561198799484872;"{}";125;0
149;76561198322494879;"{}";225;0
150;76561198016651049;"{}";915;0
151;76561198022665264;"{}";740;0
152;76561198068613159;"{}";1445;0
153;76561198299661670;"{}";5830;0
154;76561198021282272;"{}";1752;0
155;76561198124315900;"{}";975;0
156;76561198248537472;"{}";255;0
157;76561198216992265;"{}";645;0
158;76561198046368806;"{}";120;0
159;76561198141270232;"{}";345;0
160;76561198247333272;"{}";0;0
161;76561198037220519;"{}";615;0
162;76561198207428177;"{}";350;0
163;76561198208590512;"{}";4350;0
164;76561198218315395;"{}";570;0
165;76561198090267004;"{}";135;0
166;76561198033735806;"{}";405;0
167;76561197988178980;"{}";1550;0
168;76561198040793020;"{}";420;0
169;76561198216611577;"{}";585;0
170;76561198020690131;"{}";460;0
171;76561198086831874;"{}";2675;0
172;76561198281909003;"{}";1800;0
173;76561198203126071;"{}";180;0
174;76561198257695885;"{}";780;0
175;76561198334582652;"{}";975;0
176;76561198120525743;"{}";260;0
177;76561198208482668;"{}";375;0
178;76561198318803026;"{}";15;0
179;76561198164944832;"{}";2010;0
180;76561198047329111;"{}";4730;0
181;76561198179924389;"{}";795;0
182;76561197982662562;"{}";4814;0
183;76561198227090320;"{}";805;0
184;76561198205043117;"{}";975;0
185;76561197996330752;"{}";0;0
186;76561198278633074;"{}";1460;0
187;76561198173252046;"{}";4515;0
188;76561198008323575;"{}";480;0
189;76561198186003958;"{}";585;0
190;76561197983267258;"{}";230;0
191;76561198171607429;"{}";300;0
192;76561198377370813;"{}";75;0
193;76561198079915808;"{}";75;0
194;76561198026022231;"{}";55707;0
195;76561198050387806;"{}";375;0
196;76561198068528731;"{}";225;0
197;76561198334709059;"{}";1245;0
198;76561198067061968;"{}";480;0
199;76561198384065982;"{}";945;0
200;76561198084466770;"{}";570;0
201;76561198271271841;"{}";330;0
202;76561198005016215;"{}";715;0
203;76561198141767285;"{}";840;0
204;76561198064598125;"{}";1740;0
205;76561198273958759;"{}";415;0
206;76561198116942601;"{}";3600;0
207;76561198280549775;"{}";285;0
208;76561198205124181;"{}";330;0
209;76561198339790129;"{}";12385;0
210;76561198037205238;"{}";345;0
211;76561198140438669;"{}";2685;0
212;76561198078223770;"{}";30;0
213;76561198204198683;"{}";1255;0
214;76561198076783908;"{}";5385;0
215;76561198363745801;"{}";0;0
216;76561198386900306;"{}";765;0
217;76561198335091252;"{}";555;0
218;76561198091656358;"{}";90;0
219;76561198318437238;"{}";315;0
220;76561198095364597;"{}";0;0
221;76561198378408830;"{}";375;0
222;76561198145374833;"{}";210;0
223;76561198279042579;"{}";390;0
224;76561198319050582;"{}";20;0
225;76561198077580246;"{}";45;0
226;76561198161423980;"{}";535;0
227;76561198293100732;"{}";1895;0
228;76561198357012344;"{}";0;0
229;76561198032122163;"{}";200;0
230;76561198012798900;"{}";345;0
231;76561198077549968;"{}";560;0
232;76561197995545853;"{}";1040;0
233;76561198308574673;"{}";75;0
234;76561198082792206;"{}";225;0
235;76561198154826505;"{}";319;0
236;76561198167111459;"{}";135;0
237;76561198213538421;"{}";345;0
238;76561198085043792;"{}";240;0
239;76561198012926461;"{}";165;0
240;76561198098028508;"{}";550;0
241;76561198154660115;"{}";285;0
242;76561198132818872;"{}";555;0
243;76561198032090486;"{}";2535;0
244;76561198262666212;"{}";15;0
245;76561198055363819;"{}";90;0
246;76561198164650971;"{}";7200;0
247;76561198159011782;"{}";180;0
248;76561198248799048;"{}";825;0
249;76561198150582980;"{}";15;0
250;76561198308156231;"{}";1350;0
251;76561198100358845;"{}";150;0
252;76561197982958651;"{}";195;0
253;76561198123548077;"{}";3550;0
254;76561198008294250;"{}";1500;0
255;76561198042543229;"{}";240;0
256;76561197973698340;"{}";305;0
257;76561198235403756;"{}";315;0
258;76561198127389023;"{}";735;0
259;76561198120833108;"{}";390;0
260;76561198279190916;"{}";90;0
261;76561198241186978;"{}";4065;0
262;76561197980071882;"{}";75;0
264;76561198096306866;"{}";120;0
265;76561198297816150;"{}";1350;0
266;76561198162759489;"{}";60;0
267;76561198222397184;"{}";660;0
268;76561198286583044;"{}";0;0
269;76561198242812738;"{}";160;0
270;76561198048380698;"{}";0;0
271;76561198151329054;"{}";180;0
272;76561198074209683;"{}";920;0
273;76561198098593325;"{}";165;0
274;76561198121965922;"{}";645;0
275;76561198016605204;"{}";0;0
276;76561198290878622;"{}";45;0
277;76561198056315192;"{}";2230;0
278;76561198267005210;"{}";0;0
279;76561198068603982;"{}";0;0
280;76561198100160284;"{}";1865;0
281;76561198042915028;"{}";0;0
282;76561198185355709;"{}";120;0
283;76561198149068678;"{}";0;0
284;76561198117142603;"{}";315;0
285;76561197987960427;"{}";465;0
286;76561198126930611;"{}";1170;0
287;76561197985265474;"{}";180;0
288;76561198031238275;"{}";615;0
289;76561198088594514;"{}";2175;0
290;76561198293443200;"{}";540;0
291;76561198046114604;"{}";3830;0
292;76561198380858402;"{}";615;0
293;76561198130998087;"{}";0;0
294;76561198126123188;"{}";345;0
295;76561198186599298;"{}";285;0
296;76561197963770379;"{}";315;0
297;76561198115422800;"{}";255;0
298;76561198170172751;"{}";0;0
299;76561197987416212;"{}";705;0
300;76561198130001845;"{}";45;0
301;76561198246960440;"{}";30;0
302;76561198123182792;"{}";1530;0
303;76561197990255575;"{}";270;0
304;76561198324643903;"{}";415;0
305;76561198073949153;"{}";45;0
306;76561197998813655;"{}";0;0
307;76561198345807159;"{}";450;0
308;76561198122528348;"{}";350;0
309;76561198345788823;"{}";0;0
310;76561198107921526;"{}";540;0
311;76561198717079470;"{}";780;0
312;76561198112609784;"{}";360;0
313;76561198389272593;"{}";0;0
314;76561198310702838;"{}";975;0
315;76561198201270531;"{}";120;0
316;76561198321314306;"{}";120;0
317;76561198296070945;"{}";0;0
318;76561198206112975;"{}";480;0
319;76561198087666307;"{}";2665;0
320;76561197993608643;"{}";0;0
321;76561198075176394;"{}";1980;0
322;76561197983041324;"{}";2100;0
323;76561197964958747;"{}";3450;0
324;76561198177619751;"{}";135;0
325;76561198283403915;"{}";90;0
326;76561198019774420;"{}";1065;0
327;76561198409901088;"{}";135;0
328;76561198094172322;"{}";338;0
329;76561198354329394;"{""Start"":{""Amount"":0},""Start2"":{""Amount"":0},""Startflyer"":{""Amount"":1}}";7971;0
330;76561198101554858;"{}";30;0
331;76561198348344867;"{}";975;0
332;76561198023901150;"{}";390;0
333;76561198031262975;"{}";240;0
334;76561198288538032;"{}";1760;0
335;76561198139164194;"{}";480;0
336;76561198088366680;"{}";3420;0
337;76561198191516646;"{}";820;0
338;76561198119176132;"{}";2355;0
339;76561198267348890;"{}";0;0
340;76561198166097860;"{}";420;0
341;76561198271683786;"{}";1870;0
342;76561197990730629;"{}";1605;0
343;76561198285561562;"{}";0;0
344;76561198157339296;"{}";0;0
345;76561198161347063;"{}";880;0
346;76561198169999918;"{}";3750;0
347;76561198168844436;"{}";270;0
348;76561198012430690;"{}";7245;0
349;76561198070912261;"{}";75;0
350;76561198826642467;"{}";330;0
351;76561198166593535;"{}";255;0
352;76561198277116868;"{}";60;0
353;76561198131955820;"{}";1200;0
354;76561198167312282;"{}";45;0
355;76561198080233430;"{}";885;0
357;76561198139035289;"{}";1785;0
358;76561198204589508;"{}";450;0
359;76561198080369406;"{}";960;0
360;76561198074656739;"{}";900;0
361;76561198172471853;"{}";315;0
362;76561197975395489;"{}";840;0
363;76561198810162050;"{}";105;0
364;76561198103744571;"{}";1010;0
365;76561197991052204;"{}";30;0
366;76561198000219840;"{}";1020;0
367;76561198345183178;"{}";4250;0
368;76561198122368663;"{}";330;0
369;76561198415336794;"{}";0;0
370;76561198126186417;"{}";30;0
371;76561198198113625;"{}";140;0
372;76561198269575381;"{}";275;0
373;76561197966991732;"{}";75;0
374;76561198042588563;"{}";415;0
375;76561198001888859;"{}";165;0
376;76561198324636809;"{}";390;0
377;76561198314433870;"{}";0;0
378;76561198326852661;"{}";0;0
379;76561198057165573;"{}";120;0
380;76561198242515398;"{}";270;0
381;76561198028531979;"{}";2310;0
382;76561198414083710;"{}";975;0
383;76561198122105284;"{}";80;0
384;76561198007727570;"{}";0;0
385;76561198111685715;"{}";650;0
386;76561198026580404;"{}";240;0
387;76561198006869479;"{}";410;0
388;76561198029034957;"{}";0;0
389;76561198173169315;"{}";301;0
390;76561198095893620;"{}";555;0
391;76561198236513982;"{}";1515;0
392;76561198108341889;"{}";150;0
393;76561198135481467;"{}";15;0
394;76561198248649408;"{}";1315;0
395;76561198355074748;"{}";45;0
396;76561198083873204;"{}";300;0
397;76561198286669439;"{}";30;0
398;76561198389859909;"{}";405;0
399;76561198131433650;"{}";225;0
400;76561198281692015;"{}";30;0
401;76561198087165089;"{}";1481;0
402;76561198164035025;"{}";555;0
403;76561198339535548;"{}";75;0
404;76561198250006830;"{}";30;0
405;76561198065337420;"{}";2385;0
406;76561198195031778;"{}";1345;0
407;76561198065838932;"{}";405;0
408;76561198256037074;"{}";310;0
409;76561198038827493;"{}";630;0
410;76561198022055896;"{}";135;0
411;76561198171302975;"{}";165;0
412;76561198015695507;"{}";180;0
413;76561198169360190;"{}";90;0
414;76561198131622955;"{}";570;0
415;76561198366824955;"{}";30;0
416;76561198078570333;"{}";15;0
417;76561198797260636;"{}";585;0
418;76561198028408030;"{}";1860;0
419;76561197993783717;"{}";0;0
420;76561198034618950;"{}";0;0
421;76561198384545394;"{}";0;0
422;76561198088584975;"{}";0;0
423;76561198133128590;"{}";0;0
424;76561198155393666;"{}";360;0
425;76561198280361229;"{}";60;0
426;76561198004554812;"{}";10660;0
427;76561198065873291;"{}";855;0
428;76561198073813650;"{}";315;0
429;76561198448643007;"{}";60;0
430;76561198241185324;"{}";2835;0
431;76561198288552279;"{}";75;0
432;76561198248593586;"{}";600;0
433;76561198260222261;"{}";170;0
434;76561198149503169;"{}";195;0
435;76561198165289239;"{}";100;0
437;76561198186856354;"{}";45;0
438;76561198317729881;"{}";1508;0
439;76561198001146812;"{}";930;0
440;76561198115959891;"{}";1675;0
441;76561198179252554;"{}";685;0
442;76561198016755242;"{}";1800;0
443;76561198012144235;"{}";480;0
444;76561197977773930;"{}";1095;0
445;76561198155274757;"{}";195;0
446;76561198262019369;"{}";30;0
447;76561198253555660;"{}";564059;0
448;76561198283341536;"{}";585;0
449;76561198040092403;"{}";1410;0
450;76561198026587521;"{}";285;0
451;76561198271048277;"{}";15;0
452;76561198262691195;"{}";5235;0
453;76561198111646861;"{}";650;0
454;76561198118677819;"{}";3090;0
455;76561198317395508;"{}";90;0
456;76561198023788394;"{}";1155;0
457;76561198075117701;"{}";105;0
458;76561198091310073;"{}";15;0
459;76561198185255743;"{}";30;0
460;76561197978313494;"{}";30;0
461;76561198286889306;"{}";135;0
462;76561198140717549;"{}";420;0
463;76561198008709965;"{}";915;0
464;76561198189582214;"{}";390;0
465;76561198252257262;"{}";265;0
466;76561198026694985;"{}";60;0
467;76561198329249014;"{}";2550;0
468;76561198409999471;"{}";45;0
469;76561198062869393;"{}";0;0
470;76561198214535740;"{}";300;0
471;76561198209512411;"{}";45;0
472;76561198437298777;"{}";285;0
473;76561198067419847;"{}";60;0
474;76561198262331319;"{}";120;0
475;76561198133644210;"{}";7205;0
476;76561198230632984;"{}";3150;0
477;76561198015733506;"{}";1870;0
478;76561198125744991;"{}";75;0
479;76561198116090744;"{}";360;0
480;76561198030504555;"{}";650;0
481;76561198086590205;"{}";30;0
482;76561198092509408;"{}";0;0
483;76561198019804348;"{}";1020;0
484;76561198220552725;"{}";60;0
485;76561198085712104;"{}";105;0
486;76561198146740843;"{}";15;0
487;76561198335634044;"{""Start2"":{""Amount"":1}}";770;0
488;76561198144556508;"{}";990;0
489;76561198003679374;"{}";810;0
490;76561198035222612;"{}";150;0
491;76561197973035839;"{}";105;0
492;76561198205795247;"{}";1385;0
493;76561198041709848;"{}";585;0
494;76561197972149384;"{}";270;0
495;76561198011319643;"{}";1320;0
496;76561197971364098;"{}";255;0
497;76561198341805954;"{}";585;0
498;76561198246859392;"{}";105;0
499;76561198276402196;"{}";1365;0
500;76561198095198785;"{}";555;0
501;76561198289611116;"{}";1065;0
502;76561198315685015;"{}";280;0
503;76561198119861573;"{}";400;0
504;76561198050429049;"{}";45;0
505;76561198194139118;"{}";825;0
506;76561198055627558;"{}";1080;0
507;76561198150456994;"{}";735;0
508;76561198353681779;"{}";2025;0
509;76561198446218250;"{}";1140;0
510;76561198080750050;"{}";195;0
511;76561198086309811;"{}";395;0
512;76561198160660200;"{}";2760;0
513;76561198315638787;"{}";4855;0
514;76561198124130733;"{}";2885;0
515;76561198352793104;"{}";120;0
516;76561198140819777;"{}";1610;0
517;76561198022360738;"{}";390;0
518;76561198070305193;"{}";285;0
519;76561198127296161;"{}";30;0
520;76561198167955447;"{}";945;0
521;76561198053042391;"{}";1185;0
522;76561198074056861;"{}";15;0
523;76561198008680731;"{}";225;0
524;76561198063050948;"{}";0;0
525;76561198070341630;"{}";15;0
526;76561198250714194;"{}";165;0
527;76561198155512866;"{}";2205;0
528;76561198075155649;"{}";135;0
529;76561198164662209;"{}";120;0
530;76561198295369473;"{}";105;0
531;76561198297049479;"{}";1155;0
532;76561198243162002;"{}";1155;0
533;76561198051454527;"{}";565;0
534;76561198264546788;"{}";105;0
535;76561198206618055;"{}";1685;0
536;76561198308085338;"{}";75;0
537;76561198196177902;"{}";0;0
538;76561198168413074;"{}";105;0
539;76561198304169782;"{}";840;0
540;76561198158866417;"{}";8660;0
541;76561198105074411;"{}";270;0
542;76561198076475322;"{}";150;0
543;76561198368676414;"{}";45;0
544;76561198047908938;"{}";60;0
545;76561198391488406;"{}";0;0
546;76561198085450647;"{}";30;0
547;76561198360625848;"{}";155;0
548;76561198278293099;"{}";855;0
549;76561198153454166;"{}";915;0
550;76561198141548243;"{}";685;0
551;76561197991380575;"{}";1950;0
552;76561198015706750;"{}";270;0
553;76561198277275288;"{}";660;0
554;76561198180763913;"{}";0;0
555;76561198316689646;"{}";555;0
556;76561198172795773;"{}";270;0
557;76561198154851411;"{}";0;0
558;76561198449900892;"{}";225;0
559;76561198219347313;"{}";660;0
560;76561198066081982;"{}";45;0
561;76561198397203508;"{}";0;0
562;76561198121816259;"{}";390;0
563;76561198172502270;"{}";6440;0
564;76561198193686823;"{}";840;0
565;76561198217174229;"{}";770;0
566;76561198354340141;"{}";15;0
567;76561198344617499;"{}";410;0
568;76561198004321363;"{}";0;0
569;76561198132158289;"{}";0;0
570;76561197982365876;"{}";330;0
571;76561198005910945;"{}";15;0
572;76561197972517342;"{}";60;0
573;76561198263000558;"{}";165;0
574;76561198372452537;"{}";15;0
575;76561198248977974;"{}";0;0
576;76561198168925127;"{}";255;0
577;76561198084798818;"{}";0;0
578;76561198085061623;"{}";15;0
579;76561198325239786;"{}";435;0
580;76561198080422955;"{}";1125;0
581;76561198275732596;"{}";1035;0
582;76561198268522984;"{}";434;0
583;76561198202270040;"{}";170;0
584;76561197989218284;"{}";690;0
585;76561198200723010;"{}";210;0
586;76561198263716194;"{}";75;0
587;76561198030985850;"{}";735;0
588;76561198374827443;"{}";825;0
589;76561197997347339;"{}";4800;0
590;76561198090163257;"{}";1111;0
591;76561198185018599;"{}";930;0
592;76561197990150588;"{}";525;0
593;76561198286512496;"{}";3440;0
594;76561198161996114;"{}";300;0
595;76561198241006138;"{}";795;0
596;76561198452376056;"{}";2130;0
597;76561198296369007;"{}";30;0
598;76561197986971555;"{}";555;0
599;76561198088514278;"{}";15;0
600;76561198003984558;"{}";195;0
601;76561198031188813;"{}";0;0
602;76561197972561173;"{}";620;0
603;76561198022146051;"{}";1910;0
604;76561198127561714;"{}";1820;0
605;76561198060893668;"{}";1110;0
606;76561198088063187;"{}";230;0
607;76561198215596069;"{}";705;0
608;76561198254978008;"{}";70;0
609;76561198077891166;"{}";105;0
610;76561197998943457;"{}";1725;0
611;76561198150004787;"{}";750;0
612;76561198141441043;"{}";45;0
613;76561198142715845;"{}";690;0
614;76561198176285371;"{}";180;0
615;76561198140119004;"{}";30;0
616;76561198144768861;"{}";0;0
617;76561198203213897;"{}";240;0
618;76561198273067787;"{}";240;0
619;76561198195505514;"{}";1035;0
620;76561198807225620;"{}";0;0
621;76561198171390215;"{}";525;0
622;76561197965286131;"{}";540;0
623;76561198125929144;"{}";935;0
624;76561198191082177;"{}";0;0
625;76561198161615402;"{}";435;0
626;76561198357089637;"{}";105;0
627;76561198011391932;"{}";75;0
628;76561197966855640;"{}";0;0
629;76561198410122903;"{}";0;0
630;76561198209939257;"{}";205;0
631;76561198114327357;"{}";30;0
632;76561198035527619;"{}";120;0
633;76561198132675438;"{}";90;0
634;76561198202483592;"{}";0;0
635;76561198211620611;"{}";105;0
636;76561198323908614;"{}";0;0
637;76561198256657412;"{}";1640;0
638;76561198305174227;"{}";465;0
639;76561198177378326;"{}";60;0
640;76561198312783125;"{}";30;0
641;76561198227045212;"{}";75;0
642;76561198297213352;"{}";0;0
643;76561198796239712;"{}";15;0
644;76561198435777699;"{}";0;0
645;76561198132694315;"{}";15;0
646;76561198308198157;"{}";165;0
647;76561198399121259;"{}";15;0
648;76561198098305816;"{}";15;0
649;76561198361890901;"{}";0;0
650;76561198028561554;"{}";120;0
651;76561197977309083;"{}";1515;0
652;76561198165521087;"{}";890;0
653;76561198158276864;"{}";180;0
654;76561198152280613;"{}";3330;0
655;76561198129765433;"{}";165;0
656;76561197993424189;"{}";2685;0
657;76561198072473121;"{}";840;0
658;76561198173875541;"{}";480;0
659;76561198125680314;"{}";420;0
660;76561198047675821;"{}";30;0
661;76561198229404580;"{}";4600;0
662;76561198177235733;"{}";120;0
663;76561198027305254;"{}";120;0
664;76561198126668031;"{}";120;0
665;76561198213645815;"{}";405;0
666;76561198054908158;"{}";15;0
667;76561198122766517;"{}";0;0
668;76561198258911429;"{}";0;0
669;76561198796603523;"{}";0;0
670;76561198204226123;"{}";150;0
671;76561198000877247;"{}";105;0
672;76561198126824220;"{}";825;0
673;76561198174051981;"{}";2235;0
674;76561198123054903;"{}";0;0
675;76561198077675257;"{}";0;0
676;76561198216310535;"{}";270;0
677;76561198132885632;"{}";780;0
678;76561198080886819;"{}";45;0
679;76561198181317925;"{}";85;0
680;76561198219321043;"{}";165;0
681;76561198262409919;"{}";1185;0
682;76561197988817246;"{}";795;0
683;76561197984943132;"{}";315;0
684;76561198164465105;"{}";165;0
685;76561198149068006;"{}";440;0
686;76561198137993387;"{}";785;0
687;76561198173643630;"{}";60;0
688;76561198247256336;"{}";3300;0
689;76561197965250318;"{}";990;0
690;76561198067932507;"{}";30;0
691;76561198061425675;"{}";1095;0
692;76561198050446888;"{}";60;0
693;76561198100597911;"{}";1445;0
694;76561198011427258;"{}";18555;0
695;76561198162199830;"{}";450;0
696;76561198095356904;"{}";90;0
697;76561198063407787;"{}";1536;0
698;76561198161699553;"{}";295;0
699;76561198387374420;"{}";725;0
700;76561198050177990;"{}";30;0
701;76561198080249721;"{}";975;0
702;76561197993921003;"{}";1256;0
703;76561198148540070;"{}";300;0
704;76561198799126658;"{}";225;0
705;76561198137804883;"{}";90;0
706;76561198155934456;"{}";15;0
707;76561198041089140;"{}";5775;0
708;76561198395589165;"{}";0;0
709;76561198273351247;"{}";195;0
710;76561198254042010;"{}";0;0
711;76561198248830616;"{}";105;0
712;76561198040239171;"{}";1050;0
713;76561198250645914;"{}";0;0
714;76561198251694700;"{}";135;0
715;76561198354589829;"{}";75;0
716;76561198271125676;"{}";100;0
717;76561198242534966;"{}";820;0
718;76561198235918370;"{}";15;0
719;76561198271535568;"{}";15;0
720;76561198108182465;"{}";0;0
721;76561198094971931;"{}";0;0
722;76561198801739397;"{}";245;0
723;76561198151336903;"{}";285;0
724;76561198138934199;"{}";15;0
725;76561198055391916;"{}";1545;0
726;76561198057589139;"{}";75;0
727;76561198183406991;"{}";480;0
728;76561198441224689;"{}";0;0
729;76561198292368597;"{}";15;0
730;76561198046660655;"{}";75;0
731;76561198119737265;"{}";0;0
732;76561198294980156;"{}";255;0
733;76561198049963162;"{}";285;0
734;76561198000762099;"{}";1695;0
735;76561198093395530;"{}";315;0
736;76561198264789822;"{}";555;0
737;76561198318177264;"{}";15;0
738;76561198047754843;"{}";2625;0
739;76561198285478697;"{}";340;0
740;76561198024995807;"{}";345;0
741;76561198069027287;"{}";210;0
742;76561198293244189;"{}";1065;0
743;76561198134231765;"{}";975;0
744;76561198358179018;"{}";440;0
745;76561198193417707;"{}";255;0
746;76561198333653679;"{}";0;0
747;76561198138828584;"{}";195;0
748;76561198170090337;"{}";75;0
749;76561198245837290;"{}";405;0
750;76561198006346885;"{}";255;0
751;76561198094258392;"{}";285;0
752;76561198101201151;"{}";0;0
753;76561198817108030;"{}";0;0
754;76561198021552693;"{}";5235;0
755;76561198017889320;"{}";75;0
756;76561198011197847;"{}";60;0
757;76561198445014858;"{}";195;0
758;76561198084970276;"{}";195;0
759;76561198157748473;"{}";5895;0
760;76561198273738417;"{}";1960;0
761;76561197968778323;"{}";105;0
762;76561198406642364;"{}";15;0
763;76561198357582333;"{}";0;0
764;76561198359415865;"{}";210;0
765;76561198117193778;"{}";15;0
766;76561198400398816;"{}";585;0
767;76561198146708972;"{}";0;0
768;76561198193909715;"{}";0;0
769;76561198280257980;"{}";255;0
770;76561198354316435;"{}";380;0
771;76561198173416885;"{}";1975;0
772;76561198280861121;"{""Start"":{""Amount"":0}}";810;0
773;76561198216579367;"{}";360;0
774;76561198091044105;"{}";405;0
775;76561198254455180;"{}";375;0
776;76561198349364556;"{}";285;0
777;76561198286906307;"{}";1005;0
778;76561198079789930;"{}";1110;0
779;76561198276720862;"{}";0;0
780;76561198240971544;"{}";0;0
781;76561198153114903;"{}";120;0
782;76561198115675353;"{}";120;0
783;76561198169490542;"{}";90;0
784;76561198149831221;"{}";150;0
785;76561198121791074;"{}";315;0
786;76561198170301155;"{}";405;0
787;76561198246626914;"{}";30;0
788;76561197994176785;"{}";0;0
789;76561198096924129;"{}";365;0
790;76561198316080820;"{}";4965;0
791;76561198164156504;"{}";840;0
792;76561198080439043;"{}";15;0
793;76561198112427501;"{}";170;0
794;76561198012017517;"{}";0;0
795;76561198078334088;"{}";690;0
796;76561198318626008;"{}";170;0
797;76561198113509808;"{}";405;0
798;76561198069124774;"{}";690;0
799;76561198209210512;"{}";0;0
800;76561198249362846;"{}";195;0
801;76561198036534176;"{}";105;0
